Time_s,P_pv_kW,P_smooth_kW,P_comp_kW,SOC_pct,P_grid_kW,data_valid,smoothing_enabled
296.500,209.112,215.135,6.023,50.126,215.135,1,1
296.600,208.854,215.125,6.270,50.126,215.125,1,1
296.700,208.596,215.114,6.517,50.126,215.114,1,1
296.800,208.338,215.103,6.764,50.126,215.103,1,1
296.900,208.080,215.091,7.011,50.126,215.091,1,1
297.000,207.822,215.079,7.257,50.126,215.079,1,1
297.100,207.563,215.066,7.503,50.126,215.066,1,1
297.200,207.304,215.053,7.749,50.125,215.053,1,1
297.300,207.045,215.040,7.995,50.125,215.040,1,1
297.400,206.786,215.026,8.241,50.125,215.026,1,1
297.500,206.526,215.012,8.486,50.125,215.012,1,1
297.600,206.267,214.998,8.731,50.125,214.998,1,1
297.700,206.007,214.983,8.976,50.125,214.983,1,1
297.800,205.747,214.967,9.220,50.125,214.967,1,1
297.900,205.487,214.952,9.465,50.125,214.952,1,1
298.000,205.226,214.935,9.709,50.124,214.935,1,1
298.100,204.966,214.919,9.953,50.124,214.919,1,1
298.200,204.705,214.902,10.196,50.124,214.902,1,1
298.300,204.445,214.884,10.440,50.124,214.884,1,1
298.400,204.184,214.867,10.683,50.124,214.867,1,1
298.500,203.923,214.848,10.925,50.124,214.848,1,1
298.600,203.662,214.830,11.168,50.124,214.830,1,1
298.700,203.401,214.811,11.410,50.123,214.811,1,1
298.800,203.140,214.791,11.652,50.123,214.791,1,1
298.900,202.878,214.771,11.893,50.123,214.771,1,1
299.000,202.617,214.751,12.134,50.123,214.751,1,1
299.100,202.355,214.731,12.375,50.123,214.731,1,1
299.200,202.094,214.710,12.616,50.123,214.710,1,1
299.300,201.832,214.688,12.856,50.122,214.688,1,1
299.400,201.571,214.666,13.096,50.122,214.666,1,1
299.500,201.309,214.644,13.335,50.122,214.644,1,1
299.600,201.047,214.622,13.574,50.122,214.622,1,1
299.700,200.785,214.598,13.813,50.122,214.598,1,1
299.800,200.524,214.575,14.051,50.121,214.575,1,1
299.900,200.262,214.551,14.289,50.121,214.551,1,1
