Time(s)	P_load(kW)	P_pv(kW)	P_grid(kW)	ChargeReq(kW)
86.2	100	250	-1.994	148
86.3	100	250	-1.994	148
86.4	100	250	-1.994	148
86.5	100	250	-1.994	148
86.6	100	250	-1.994	148
86.7	100	250	-1.994	148
86.8	100	250	-1.994	148
86.9	100	250	-1.994	148
87	100	250	-1.994	148
87.1	100	250	-1.994	148
87.2	100	250	-1.994	148
87.3	100	250	-1.994	148
87.4	100	250	-1.994	148
87.5	100	250	-1.994	148
87.6	100	250	-1.994	148
87.7	100	250	-1.994	148
87.8	100	250	-1.994	148
87.9	100	250	-1.994	148
88	100	250	-1.994	148
88.1	100	250	-1.994	148
88.2	100	250	-1.994	148
88.3	100	250	-1.994	148
88.4	100	250	-1.994	148
88.5	100	250	-1.994	148
88.6	100	250	-1.994	148
88.7	100	250	-1.994	148
88.8	100	250	-1.994	148
88.9	100	250	-1.994	148
89	100	250	-1.994	148
89.1	100	250	-1.994	148
89.2	100	250	-1.994	148
89.3	100	250	-1.994	148
89.4	100	250	-1.994	148
89.5	100	250	-1.994	148
89.6	100	250	-1.994	148
89.7	100	250	-1.994	148
89.8	100	250	-1.994	148
89.9	100	250	-1.994	148
90	100	250	-1.994	148
