Time_s,P_load_kW,P_pv_kW,P_grid_kW,P_bat_kW,SOC_pct,Rev_kW,Dem_kW,Sm_kW,Mode
75.100,200.000,300.000,-18.132,-81.949,50.046,81.949,0.000,-98.591,1
75.200,200.000,300.000,-18.051,-82.030,50.047,82.030,0.000,-98.427,1
75.300,200.000,300.000,-17.970,-82.110,50.047,82.110,0.000,-98.264,1
75.400,200.000,300.000,-17.890,-82.190,50.047,82.190,0.000,-98.100,1
75.500,200.000,300.000,-17.810,-82.270,50.047,82.270,0.000,-97.937,1
75.600,200.000,300.000,-17.730,-82.350,50.048,82.350,0.000,-97.774,1
75.700,200.000,300.000,-17.650,-82.429,50.048,82.429,0.000,-97.611,1
75.800,200.000,300.000,-17.571,-82.508,50.048,82.508,0.000,-97.449,1
75.900,200.000,300.000,-17.492,-82.586,50.048,82.586,0.000,-97.287,1
76.000,200.000,300.000,-17.414,-82.664,50.048,82.664,0.000,-97.125,1
76.100,200.000,300.000,-17.336,-82.742,50.049,82.742,0.000,-96.963,1
76.200,200.000,300.000,-17.258,-82.819,50.049,82.819,0.000,-96.802,1
76.300,200.000,300.000,-17.181,-82.896,50.049,82.896,0.000,-96.641,1
76.400,200.000,300.000,-17.104,-82.973,50.049,82.973,0.000,-96.480,1
76.500,200.000,300.000,-17.027,-83.049,50.050,83.049,0.000,-96.320,1
76.600,200.000,300.000,-16.951,-83.125,50.050,83.125,0.000,-96.159,1
76.700,200.000,300.000,-16.875,-83.201,50.050,83.201,0.000,-95.999,1
76.800,200.000,300.000,-16.799,-83.276,50.050,83.276,0.000,-95.840,1
76.900,200.000,300.000,-16.724,-83.351,50.051,83.351,0.000,-95.680,1
77.000,200.000,300.000,-16.649,-83.425,50.051,83.425,0.000,-95.521,1
77.100,200.000,300.000,-16.575,-83.500,50.051,83.500,0.000,-95.362,1
77.200,200.000,300.000,-16.500,-83.574,50.051,83.574,0.000,-95.203,1
77.300,200.000,300.000,-16.426,-83.647,50.051,83.647,0.000,-95.045,1
77.400,200.000,300.000,-16.353,-83.721,50.052,83.721,0.000,-94.887,1
77.500,200.000,300.000,-16.279,-83.794,50.052,83.794,0.000,-94.729,1
77.600,200.000,300.000,-16.206,-83.866,50.052,83.866,0.000,-94.571,1
77.700,200.000,300.000,-16.134,-83.939,50.052,83.939,0.000,-94.414,1
77.800,200.000,300.000,-16.061,-84.011,50.053,84.011,0.000,-94.257,1
77.900,200.000,300.000,-15.989,-84.082,50.053,84.082,0.000,-94.100,1
78.000,200.000,300.000,-15.918,-84.153,50.053,84.153,0.000,-93.943,1
78.100,200.000,300.000,-15.847,-84.225,50.053,84.225,0.000,-93.787,1
78.200,200.000,300.000,-15.775,-84.295,50.054,84.295,0.000,-93.631,1
78.300,200.000,300.000,-15.705,-84.366,50.054,84.366,0.000,-93.475,1
78.400,200.000,300.000,-15.634,-84.436,50.054,84.436,0.000,-93.320,1
78.500,200.000,300.000,-15.564,-84.505,50.054,84.505,0.000,-93.164,1
78.600,200.000,300.000,-15.495,-84.575,50.055,84.575,0.000,-93.009,1
78.700,200.000,300.000,-15.425,-84.644,50.055,84.644,0.000,-92.855,1
78.800,200.000,300.000,-15.356,-84.713,50.055,84.713,0.000,-92.700,1
78.900,200.000,300.000,-15.287,-84.781,50.055,84.781,0.000,-92.546,1
79.000,200.000,300.000,-15.219,-84.850,50.055,84.850,0.000,-92.392,1
79.100,200.000,300.000,-15.150,-84.917,50.056,84.917,0.000,-92.238,1
79.200,200.000,300.000,-15.083,-84.985,50.056,84.985,0.000,-92.085,1
79.300,200.000,300.000,-15.015,-85.052,50.056,85.052,0.000,-91.931,1
79.400,200.000,300.000,-14.948,-85.119,50.056,85.119,0.000,-91.778,1
79.500,200.000,300.000,-14.881,-85.186,50.057,85.186,0.000,-91.626,1
79.600,200.000,300.000,-14.814,-85.252,50.057,85.252,0.000,-91.473,1
79.700,200.000,300.000,-14.748,-85.318,50.057,85.318,0.000,-91.321,1
79.800,200.000,300.000,-14.682,-85.384,50.057,85.384,0.000,-91.169,1
79.900,200.000,300.000,-14.616,-85.450,50.058,85.450,0.000,-91.017,1
80.000,200.000,300.000,-14.550,-85.515,50.058,85.515,0.000,-90.866,1
80.100,200.000,300.000,-14.485,-85.580,50.058,85.580,0.000,-90.715,1
80.200,200.000,300.000,-14.420,-85.645,50.058,85.645,0.000,-90.564,1
80.300,200.000,300.000,-14.355,-85.709,50.059,85.709,0.000,-90.413,1
80.400,200.000,300.000,-14.291,-85.773,50.059,85.773,0.000,-90.263,1
80.500,200.000,300.000,-14.227,-85.837,50.059,85.837,0.000,-90.113,1
80.600,200.000,300.000,-14.163,-85.900,50.059,85.900,0.000,-89.963,1
80.700,200.000,300.000,-14.100,-85.963,50.059,85.963,0.000,-89.813,1
80.800,200.000,300.000,-14.037,-86.026,50.060,86.026,0.000,-89.664,1
80.900,200.000,300.000,-13.974,-86.089,50.060,86.089,0.000,-89.514,1
81.000,200.000,300.000,-13.911,-86.151,50.060,86.151,0.000,-89.365,1
81.100,200.000,300.000,-13.849,-86.213,50.060,86.213,0.000,-89.217,1
81.200,200.000,300.000,-13.787,-86.275,50.061,86.275,0.000,-89.068,1
81.300,200.000,300.000,-13.725,-86.337,50.061,86.337,0.000,-88.920,1
81.400,200.000,300.000,-13.663,-86.398,50.061,86.398,0.000,-88.772,1
81.500,200.000,300.000,-13.602,-86.459,50.061,86.459,0.000,-88.624,1
81.600,200.000,300.000,-13.541,-86.519,50.062,86.519,0.000,-88.477,1
81.700,200.000,300.000,-13.481,-86.580,50.062,86.580,0.000,-88.330,1
81.800,200.000,300.000,-13.420,-86.640,50.062,86.640,0.000,-88.183,1
81.900,200.000,300.000,-13.360,-86.700,50.062,86.700,0.000,-88.036,1
82.000,200.000,300.000,-13.300,-86.760,50.063,86.760,0.000,-87.890,1
82.100,200.000,300.000,-13.240,-86.819,50.063,86.819,0.000,-87.743,1
82.200,200.000,300.000,-13.181,-86.878,50.063,86.878,0.000,-87.597,1
82.300,200.000,300.000,-13.122,-86.937,50.063,86.937,0.000,-87.452,1
82.400,200.000,300.000,-13.063,-86.995,50.064,86.995,0.000,-87.306,1
82.500,200.000,300.000,-13.005,-87.054,50.064,87.054,0.000,-87.161,1
82.600,200.000,300.000,-12.946,-87.112,50.064,87.112,0.000,-87.016,1
82.700,200.000,300.000,-12.888,-87.169,50.064,87.169,0.000,-86.871,1
82.800,200.000,300.000,-12.831,-87.227,50.065,87.227,0.000,-86.726,1
82.900,200.000,300.000,-12.773,-87.284,50.065,87.284,0.000,-86.582,1
83.000,200.000,300.000,-12.716,-87.341,50.065,87.341,0.000,-86.438,1
83.100,200.000,300.000,-12.659,-87.398,50.065,87.398,0.000,-86.294,1
83.200,200.000,300.000,-12.602,-87.454,50.066,87.454,0.000,-86.151,1
83.300,200.000,300.000,-12.546,-87.511,50.066,87.511,0.000,-86.007,1
83.400,200.000,300.000,-12.489,-87.566,50.066,87.566,0.000,-85.864,1
83.500,200.000,300.000,-12.434,-87.622,50.066,87.622,0.000,-85.721,1
83.600,200.000,300.000,-12.378,-87.678,50.066,87.678,0.000,-85.579,1
83.700,200.000,300.000,-12.322,-87.733,50.067,87.733,0.000,-85.436,1
83.800,200.000,300.000,-12.267,-87.788,50.067,87.788,0.000,-85.294,1
83.900,200.000,300.000,-12.212,-87.843,50.067,87.843,0.000,-85.152,1
84.000,200.000,300.000,-12.157,-87.897,50.067,87.897,0.000,-85.011,1
84.100,200.000,300.000,-12.103,-87.951,50.068,87.951,0.000,-84.869,1
84.200,200.000,300.000,-12.049,-88.005,50.068,88.005,0.000,-84.728,1
84.300,200.000,300.000,-11.995,-88.059,50.068,88.059,0.000,-84.587,1
84.400,200.000,300.000,-11.941,-88.113,50.068,88.113,0.000,-84.446,1
84.500,200.000,300.000,-11.887,-88.166,50.069,88.166,0.000,-84.306,1
84.600,200.000,300.000,-11.834,-88.219,50.069,88.219,0.000,-84.165,1
84.700,200.000,300.000,-11.781,-88.272,50.069,88.272,0.000,-84.025,1
84.800,200.000,300.000,-11.728,-88.324,50.069,88.324,0.000,-83.886,1
84.900,200.000,300.000,-11.676,-88.377,50.070,88.377,0.000,-83.746,1
85.000,200.000,300.000,-11.623,-88.429,50.070,88.429,0.000,-83.607,1
85.100,200.000,300.000,-11.571,-88.481,50.070,88.481,0.000,-83.467,1
85.200,200.000,300.000,-11.519,-88.532,50.070,88.532,0.000,-83.329,1
85.300,200.000,300.000,-11.468,-88.584,50.071,88.584,0.000,-83.190,1
85.400,200.000,300.000,-11.416,-88.635,50.071,88.635,0.000,-83.052,1
85.500,200.000,300.000,-11.365,-88.686,50.071,88.686,0.000,-82.913,1
85.600,200.000,300.000,-11.314,-88.736,50.071,88.736,0.000,-82.775,1
85.700,200.000,300.000,-11.264,-88.787,50.072,88.787,0.000,-82.638,1
85.800,200.000,300.000,-11.213,-88.837,50.072,88.837,0.000,-82.500,1
85.900,200.000,300.000,-11.163,-88.887,50.072,88.887,0.000,-82.363,1
86.000,200.000,300.000,-11.113,-88.937,50.072,88.937,0.000,-82.226,1
86.100,200.000,300.000,-11.063,-88.987,50.073,88.987,0.000,-82.089,1
86.200,200.000,300.000,-11.013,-89.036,50.073,89.036,0.000,-81.952,1
86.300,200.000,300.000,-10.964,-89.085,50.073,89.085,0.000,-81.816,1
86.400,200.000,300.000,-10.915,-89.134,50.073,89.134,0.000,-81.680,1
86.500,200.000,300.000,-10.866,-89.183,50.074,89.183,0.000,-81.544,1
86.600,200.000,300.000,-10.817,-89.231,50.074,89.231,0.000,-81.408,1
86.700,200.000,300.000,-10.769,-89.279,50.074,89.279,0.000,-81.273,1
86.800,200.000,300.000,-10.721,-89.327,50.074,89.327,0.000,-81.138,1
86.900,200.000,300.000,-10.673,-89.375,50.075,89.375,0.000,-81.003,1
87.000,200.000,300.000,-10.625,-89.423,50.075,89.423,0.000,-80.868,1
87.100,200.000,300.000,-10.577,-89.470,50.075,89.470,0.000,-80.733,1
87.200,200.000,300.000,-10.530,-89.517,50.075,89.517,0.000,-80.599,1
87.300,200.000,300.000,-10.483,-89.564,50.076,89.564,0.000,-80.465,1
87.400,200.000,300.000,-10.436,-89.611,50.076,89.611,0.000,-80.331,1
87.500,200.000,300.000,-10.389,-89.658,50.076,89.658,0.000,-80.197,1
87.600,200.000,300.000,-10.342,-89.704,50.076,89.704,0.000,-80.064,1
87.700,200.000,300.000,-10.296,-89.750,50.077,89.750,0.000,-79.931,1
87.800,200.000,300.000,-10.250,-89.796,50.077,89.796,0.000,-79.798,1
87.900,200.000,300.000,-10.204,-89.842,50.077,89.842,0.000,-79.665,1
88.000,200.000,300.000,-10.158,-89.887,50.077,89.887,0.000,-79.532,1
88.100,200.000,300.000,-10.113,-89.933,50.078,89.933,0.000,-79.400,1
88.200,200.000,300.000,-10.067,-89.978,50.078,89.978,0.000,-79.268,1
88.300,200.000,300.000,-10.022,-90.023,50.078,90.023,0.000,-79.136,1
88.400,200.000,300.000,-9.977,-90.068,50.078,90.068,0.000,-79.004,1
88.500,200.000,300.000,-9.932,-90.112,50.079,90.112,0.000,-78.873,1
88.600,200.000,300.000,-9.888,-90.156,50.079,90.156,0.000,-78.742,1
88.700,200.000,300.000,-9.844,-90.200,50.079,90.200,0.000,-78.611,1
88.800,200.000,300.000,-9.800,-90.244,50.079,90.244,0.000,-78.480,1
88.900,200.000,300.000,-9.756,-90.288,50.080,90.288,0.000,-78.349,1
89.000,200.000,300.000,-9.712,-90.332,50.080,90.332,0.000,-78.219,1
89.100,200.000,300.000,-9.668,-90.375,50.080,90.375,0.000,-78.089,1
89.200,200.000,300.000,-9.625,-90.418,50.080,90.418,0.000,-77.959,1
89.300,200.000,300.000,-9.582,-90.461,50.081,90.461,0.000,-77.829,1
89.400,200.000,300.000,-9.539,-90.504,50.081,90.504,0.000,-77.700,1
89.500,200.000,300.000,-9.496,-90.546,50.081,90.546,0.000,-77.570,1
89.600,200.000,300.000,-9.454,-90.589,50.081,90.589,0.000,-77.441,1
89.700,200.000,300.000,-9.411,-90.631,50.082,90.631,0.000,-77.312,1
89.800,200.000,300.000,-9.369,-90.673,50.082,90.673,0.000,-77.184,1
89.900,200.000,300.000,-9.327,-90.715,50.082,90.715,0.000,-77.055,1
90.000,200.000,300.000,-9.285,-90.756,50.082,90.756,0.000,-76.927,1
90.100,200.000,300.000,-9.244,-90.798,50.083,90.798,0.000,-76.799,1
90.200,200.000,300.000,-9.202,-90.839,50.083,90.839,0.000,-76.671,1
90.300,200.000,300.000,-9.161,-90.880,50.083,90.880,0.000,-76.544,1
90.400,200.000,300.000,-9.120,-90.921,50.083,90.921,0.000,-76.416,1
90.500,200.000,300.000,-9.079,-90.962,50.084,90.962,0.000,-76.289,1
90.600,200.000,300.000,-9.038,-91.002,50.084,91.002,0.000,-76.162,1
90.700,200.000,300.000,-8.998,-91.042,50.084,91.042,0.000,-76.036,1
90.800,200.000,300.000,-8.958,-91.083,50.084,91.083,0.000,-75.909,1
90.900,200.000,300.000,-8.917,-91.123,50.085,91.123,0.000,-75.783,1
91.000,200.000,300.000,-8.877,-91.162,50.085,91.162,0.000,-75.657,1
91.100,200.000,300.000,-8.838,-91.202,50.085,91.202,0.000,-75.531,1
91.200,200.000,300.000,-8.798,-91.241,50.085,91.241,0.000,-75.405,1
91.300,200.000,300.000,-8.759,-91.281,50.086,91.281,0.000,-75.280,1
91.400,200.000,300.000,-8.719,-91.320,50.086,91.320,0.000,-75.154,1
91.500,200.000,300.000,-8.680,-91.359,50.086,91.359,0.000,-75.029,1
91.600,200.000,300.000,-8.641,-91.397,50.086,91.397,0.000,-74.904,1
91.700,200.000,300.000,-8.603,-91.436,50.087,91.436,0.000,-74.780,1
91.800,200.000,300.000,-8.564,-91.474,50.087,91.474,0.000,-74.655,1
91.900,200.000,300.000,-8.526,-91.512,50.087,91.512,0.000,-74.531,1
92.000,200.000,300.000,-8.488,-91.550,50.087,91.550,0.000,-74.407,1
92.100,200.000,300.000,-8.450,-91.588,50.088,91.588,0.000,-74.283,1
92.200,200.000,300.000,-8.412,-91.626,50.088,91.626,0.000,-74.160,1
92.300,200.000,300.000,-8.374,-91.664,50.088,91.664,0.000,-74.036,1
92.400,200.000,300.000,-8.336,-91.701,50.088,91.701,0.000,-73.913,1
92.500,200.000,300.000,-8.299,-91.738,50.089,91.738,0.000,-73.790,1
92.600,200.000,300.000,-8.262,-91.775,50.089,91.775,0.000,-73.667,1
92.700,200.000,300.000,-8.225,-91.812,50.089,91.812,0.000,-73.545,1
92.800,200.000,300.000,-8.188,-91.849,50.089,91.849,0.000,-73.423,1
92.900,200.000,300.000,-8.151,-91.885,50.090,91.885,0.000,-73.300,1
93.000,200.000,300.000,-8.115,-91.922,50.090,91.922,0.000,-73.178,1
93.100,200.000,300.000,-8.078,-91.958,50.090,91.958,0.000,-73.057,1
93.200,200.000,300.000,-8.042,-91.994,50.090,91.994,0.000,-72.935,1
93.300,200.000,300.000,-8.006,-92.030,50.091,92.030,0.000,-72.814,1
93.400,200.000,300.000,-7.970,-92.065,50.091,92.065,0.000,-72.693,1
93.500,200.000,300.000,-7.935,-92.101,50.091,92.101,0.000,-72.572,1
93.600,200.000,300.000,-7.899,-92.136,50.092,92.136,0.000,-72.451,1
93.700,200.000,300.000,-7.864,-92.172,50.092,92.172,0.000,-72.330,1
93.800,200.000,300.000,-7.828,-92.207,50.092,92.207,0.000,-72.210,1
93.900,200.000,300.000,-7.793,-92.242,50.092,92.242,0.000,-72.090,1
94.000,200.000,300.000,-7.758,-92.276,50.093,92.276,0.000,-71.970,1
94.100,200.000,300.000,-7.724,-92.311,50.093,92.311,0.000,-71.850,1
94.200,200.000,300.000,-7.689,-92.346,50.093,92.346,0.000,-71.731,1
94.300,200.000,300.000,-7.654,-92.380,50.093,92.380,0.000,-71.611,1
94.400,200.000,300.000,-7.620,-92.414,50.094,92.414,0.000,-71.492,1
94.500,200.000,300.000,-7.586,-92.448,50.094,92.448,0.000,-71.373,1
94.600,200.000,300.000,-7.552,-92.482,50.094,92.482,0.000,-71.254,1
94.700,200.000,300.000,-7.518,-92.516,50.094,92.516,0.000,-71.136,1
94.800,200.000,300.000,-7.484,-92.549,50.095,92.549,0.000,-71.017,1
94.900,200.000,300.000,-7.451,-92.582,50.095,92.582,0.000,-70.899,1
95.000,200.000,300.000,-7.418,-92.616,50.095,92.616,0.000,-70.781,1
95.100,200.000,300.000,-7.384,-92.649,50.095,92.649,0.000,-70.663,1
95.200,200.000,300.000,-7.351,-92.682,50.096,92.682,0.000,-70.546,1
95.300,200.000,300.000,-7.318,-92.715,50.096,92.715,0.000,-70.429,1
95.400,200.000,300.000,-7.285,-92.747,50.096,92.747,0.000,-70.311,1
95.500,200.000,300.000,-7.253,-92.780,50.096,92.780,0.000,-70.194,1
95.600,200.000,300.000,-7.220,-92.812,50.097,92.812,0.000,-70.078,1
95.700,200.000,300.000,-7.188,-92.844,50.097,92.844,0.000,-69.961,1
95.800,200.000,300.000,-7.156,-92.876,50.097,92.876,0.000,-69.845,1
95.900,200.000,300.000,-7.124,-92.908,50.097,92.908,0.000,-69.728,1
96.000,200.000,300.000,-7.092,-92.940,50.098,92.940,0.000,-69.612,1
96.100,200.000,300.000,-7.060,-92.972,50.098,92.972,0.000,-69.496,1
96.200,200.000,300.000,-7.028,-93.003,50.098,93.003,0.000,-69.381,1
96.300,200.000,300.000,-6.997,-93.035,50.098,93.035,0.000,-69.265,1
96.400,200.000,300.000,-6.965,-93.066,50.099,93.066,0.000,-69.150,1
96.500,200.000,300.000,-6.934,-93.097,50.099,93.097,0.000,-69.035,1
96.600,200.000,300.000,-6.903,-93.128,50.099,93.128,0.000,-68.920,1
96.700,200.000,300.000,-6.872,-93.159,50.099,93.159,0.000,-68.806,1
96.800,200.000,300.000,-6.841,-93.189,50.100,93.189,0.000,-68.691,1
96.900,200.000,300.000,-6.811,-93.220,50.100,93.220,0.000,-68.577,1
97.000,200.000,300.000,-6.780,-93.250,50.100,93.250,0.000,-68.463,1
97.100,200.000,300.000,-6.750,-93.280,50.101,93.280,0.000,-68.349,1
97.200,200.000,300.000,-6.720,-93.310,50.101,93.310,0.000,-68.235,1
97.300,200.000,300.000,-6.690,-93.340,50.101,93.340,0.000,-68.122,1
97.400,200.000,300.000,-6.660,-93.370,50.101,93.370,0.000,-68.008,1
97.500,200.000,300.000,-6.630,-93.400,50.102,93.400,0.000,-67.895,1
97.600,200.000,300.000,-6.600,-93.430,50.102,93.430,0.000,-67.782,1
97.700,200.000,300.000,-6.570,-93.459,50.102,93.459,0.000,-67.669,1
97.800,200.000,300.000,-6.541,-93.488,50.102,93.488,0.000,-67.557,1
97.900,200.000,300.000,-6.512,-93.518,50.103,93.518,0.000,-67.444,1
98.000,200.000,300.000,-6.482,-93.547,50.103,93.547,0.000,-67.332,1
98.100,200.000,300.000,-6.453,-93.576,50.103,93.576,0.000,-67.220,1
98.200,200.000,300.000,-6.424,-93.604,50.103,93.604,0.000,-67.108,1
98.300,200.000,300.000,-6.396,-93.633,50.104,93.633,0.000,-66.996,1
98.400,200.000,300.000,-6.367,-93.662,50.104,93.662,0.000,-66.885,1
98.500,200.000,300.000,-6.338,-93.690,50.104,93.690,0.000,-66.774,1
98.600,200.000,300.000,-6.310,-93.718,50.104,93.718,0.000,-66.663,1
98.700,200.000,300.000,-6.282,-93.746,50.105,93.746,0.000,-66.552,1
98.800,200.000,300.000,-6.254,-93.774,50.105,93.774,0.000,-66.441,1
98.900,200.000,300.000,-6.226,-93.802,50.105,93.802,0.000,-66.330,1
99.000,200.000,300.000,-6.198,-93.830,50.105,93.830,0.000,-66.220,1
99.100,200.000,300.000,-6.170,-93.858,50.106,93.858,0.000,-66.110,1
99.200,200.000,300.000,-6.142,-93.885,50.106,93.885,0.000,-66.000,1
99.300,200.000,300.000,-6.115,-93.913,50.106,93.913,0.000,-65.890,1
99.400,200.000,300.000,-6.087,-93.940,50.107,93.940,0.000,-65.780,1
99.500,200.000,300.000,-6.060,-93.967,50.107,93.967,0.000,-65.671,1
99.600,200.000,300.000,-6.033,-93.994,50.107,93.994,0.000,-65.562,1
99.700,200.000,300.000,-6.006,-94.021,50.107,94.021,0.000,-65.453,1
99.800,200.000,300.000,-5.979,-94.048,50.108,94.048,0.000,-65.344,1
99.900,200.000,300.000,-5.952,-94.075,50.108,94.075,0.000,-65.235,1
100.000,450.000,150.000,394.075,-84.075,50.108,65.852,0.000,84.624,1
100.100,450.000,150.000,384.075,-74.075,50.108,46.097,0.000,84.483,1
100.200,450.000,150.000,374.075,-64.075,50.108,32.268,0.000,84.343,1
100.300,450.000,150.000,364.075,-54.075,50.109,22.587,0.000,84.202,1
100.400,450.000,150.000,354.075,-44.075,50.109,15.811,0.000,84.062,1
100.500,450.000,150.000,344.075,-34.075,50.109,11.068,0.000,83.922,1
100.600,450.000,150.000,334.075,-24.075,50.109,7.747,0.000,83.783,1
100.700,450.000,150.000,324.075,-14.075,50.109,5.423,0.000,83.643,1
100.800,450.000,150.000,314.075,-4.075,50.109,3.796,0.000,83.504,1
100.900,450.000,150.000,304.075,-2.657,50.109,2.657,0.000,83.365,1
101.000,450.000,150.000,302.657,-1.860,50.109,1.860,0.000,83.226,1
101.100,450.000,150.000,301.860,-1.302,50.109,1.302,0.000,83.088,1
101.200,450.000,150.000,301.302,-0.911,50.109,0.911,0.000,82.950,1
101.300,450.000,150.000,300.911,-0.638,50.109,0.638,0.000,82.812,1
101.400,450.000,150.000,300.638,9.362,50.109,0.447,0.000,82.674,1
101.500,450.000,150.000,290.638,19.362,50.109,0.313,0.000,82.536,1
101.600,450.000,150.000,280.638,29.362,50.109,0.219,0.000,82.399,0
101.700,450.000,150.000,270.638,39.362,50.109,0.153,0.000,82.262,0
101.800,450.000,150.000,260.638,49.362,50.109,0.107,0.000,82.125,0
101.900,450.000,150.000,250.638,59.362,50.108,0.075,0.000,81.988,0
102.000,450.000,150.000,240.638,69.362,50.108,0.053,0.000,81.852,0
102.100,450.000,150.000,230.638,79.362,50.108,0.037,0.000,81.716,0
102.200,450.000,150.000,220.638,81.580,50.108,0.026,0.000,81.580,0
102.300,450.000,150.000,218.420,81.444,50.108,0.018,0.000,81.444,0
102.400,450.000,150.000,218.556,81.309,50.107,0.013,0.000,81.309,0
102.500,450.000,150.000,218.691,81.173,50.107,0.009,0.000,81.173,0
102.600,450.000,150.000,218.827,81.038,50.107,0.006,0.000,81.038,0
102.700,450.000,150.000,218.962,80.903,50.107,0.004,0.000,80.903,0
102.800,450.000,150.000,219.097,80.769,50.106,0.003,0.000,80.769,0
102.900,450.000,150.000,219.231,80.634,50.106,0.002,0.000,80.634,0
103.000,450.000,150.000,219.366,80.500,50.106,0.001,0.000,80.500,0
103.100,450.000,150.000,219.500,80.366,50.106,0.001,0.000,80.366,0
103.200,450.000,150.000,219.634,80.233,50.105,0.001,0.000,80.233,0
103.300,450.000,150.000,219.767,80.099,50.105,0.001,0.000,80.099,0
103.400,450.000,150.000,219.901,79.966,50.105,0.000,0.000,79.966,0
103.500,450.000,150.000,220.034,79.833,50.105,0.000,0.000,79.833,0
103.600,450.000,150.000,220.167,79.700,50.105,0.000,0.000,79.700,0
103.700,450.000,150.000,220.300,79.567,50.104,0.000,0.000,79.567,0
103.800,450.000,150.000,220.433,79.435,50.104,0.000,0.000,79.435,0
103.900,450.000,150.000,220.565,79.303,50.104,0.000,0.000,79.303,0
104.000,450.000,150.000,220.697,79.171,50.104,0.000,0.000,79.171,0
104.100,450.000,150.000,220.829,79.039,50.103,0.000,0.000,79.039,0
104.200,450.000,150.000,220.961,78.907,50.103,0.000,0.000,78.907,0
104.300,450.000,150.000,221.093,78.776,50.103,0.000,0.000,78.776,0
104.400,450.000,150.000,221.224,78.645,50.103,0.000,0.000,78.645,0
104.500,450.000,150.000,221.355,78.514,50.103,0.000,0.000,78.514,0
104.600,450.000,150.000,221.486,78.384,50.102,0.000,0.000,78.384,0
104.700,450.000,150.000,221.616,78.253,50.102,0.000,0.000,78.253,0
104.800,450.000,150.000,221.747,78.123,50.102,0.000,0.000,78.123,0
104.900,450.000,150.000,221.877,77.993,50.102,0.000,0.000,77.993,0
105.000,450.000,150.000,222.007,77.863,50.102,0.000,0.000,77.863,0
105.100,450.000,150.000,222.137,77.734,50.101,0.000,0.000,77.734,0
105.200,450.000,150.000,222.266,77.604,50.101,0.000,0.000,77.604,0
105.300,450.000,150.000,222.396,77.475,50.101,0.000,0.000,77.475,0
105.400,450.000,150.000,222.525,77.346,50.101,0.000,0.000,77.346,0
105.500,450.000,150.000,222.654,77.218,50.100,0.000,0.000,77.218,0
105.600,450.000,150.000,222.782,77.089,50.100,0.000,0.000,77.089,0
105.700,450.000,150.000,222.911,76.961,50.100,0.000,0.000,76.961,0
105.800,450.000,150.000,223.039,76.833,50.100,0.000,0.000,76.833,0
105.900,450.000,150.000,223.167,76.705,50.100,0.000,0.000,76.705,0
106.000,450.000,150.000,223.295,76.577,50.099,0.000,0.000,76.577,0
106.100,450.000,150.000,223.423,76.450,50.099,0.000,0.000,76.450,0
106.200,450.000,150.000,223.550,76.323,50.099,0.000,0.000,76.323,0
106.300,450.000,150.000,223.677,76.196,50.099,0.000,0.000,76.196,0
106.400,450.000,150.000,223.804,76.069,50.099,0.000,0.000,76.069,0
106.500,450.000,150.000,223.931,75.942,50.098,0.000,0.000,75.942,0
106.600,450.000,150.000,224.058,75.816,50.098,0.000,0.000,75.816,0
106.700,450.000,150.000,224.184,75.690,50.098,0.000,0.000,75.690,0
106.800,450.000,150.000,224.310,75.564,50.098,0.000,0.000,75.564,0
106.900,450.000,150.000,224.436,75.438,50.097,0.000,0.000,75.438,0
107.000,450.000,150.000,224.562,75.313,50.097,0.000,0.000,75.313,0
107.100,450.000,150.000,224.687,75.187,50.097,0.000,0.000,75.187,0
107.200,450.000,150.000,224.813,75.062,50.097,0.000,0.000,75.062,0
107.300,450.000,150.000,224.938,74.937,50.097,0.000,0.000,74.937,0
107.400,450.000,150.000,225.063,74.813,50.096,0.000,0.000,74.813,0
107.500,450.000,150.000,225.187,74.688,50.096,0.000,0.000,74.688,0
107.600,450.000,150.000,225.312,74.564,50.096,0.000,0.000,74.564,0
107.700,450.000,150.000,225.436,74.440,50.096,0.000,0.000,74.440,0
107.800,450.000,150.000,225.560,74.316,50.096,0.000,0.000,74.316,0
107.900,450.000,150.000,225.684,74.192,50.095,0.000,0.000,74.192,0
108.000,450.000,150.000,225.808,74.069,50.095,0.000,0.000,74.069,0
108.100,450.000,150.000,225.931,73.946,50.095,0.000,0.000,73.946,0
108.200,450.000,150.000,226.054,73.823,50.095,0.000,0.000,73.823,0
108.300,450.000,150.000,226.177,73.700,50.095,0.000,0.000,73.700,0
108.400,450.000,150.000,226.300,73.577,50.094,0.000,0.000,73.577,0
108.500,450.000,150.000,226.423,73.455,50.094,0.000,0.000,73.455,0
108.600,450.000,150.000,226.545,73.332,50.094,0.000,0.000,73.332,0
108.700,450.000,150.000,226.668,73.210,50.094,0.000,0.000,73.210,0
108.800,450.000,150.000,226.790,73.089,50.094,0.000,0.000,73.089,0
108.900,450.000,150.000,226.911,72.967,50.093,0.000,0.000,72.967,0
109.000,450.000,150.000,227.033,72.846,50.093,0.000,0.000,72.846,0
109.100,450.000,150.000,227.154,72.724,50.093,0.000,0.000,72.724,0
109.200,450.000,150.000,227.276,72.603,50.093,0.000,0.000,72.603,0
109.300,450.000,150.000,227.397,72.483,50.093,0.000,0.000,72.483,0
109.400,450.000,150.000,227.517,72.362,50.092,0.000,0.000,72.362,0
109.500,450.000,150.000,227.638,72.242,50.092,0.000,0.000,72.242,0
109.600,450.000,150.000,227.758,72.121,50.092,0.000,0.000,72.121,0
